n_vehicles,to_stop_I,route_type,from_stop_I,duration_avg,route_I_counts,BUS,FERRY,id,stop_I,name,lon_bus,lat_bus,lon_ferry,lat_ferry,stop_lon,stop_lat
9,426,3,135,60.0,"{'461': 1, '652': 7, '458': 1}",1,0,119,135,Incr. via Di Vittorio,12.147483,45.436424,12.14412,45.435432,12.147483,45.436424
6,429,3,136,50.0,"{'443': 1, '454': 2, '645': 3}",1,0,120,136,Mira Scuole Civ.16,12.141922,45.435265,12.143954,45.435333,12.141922,45.435265
3,1896,3,137,40.0,"{'461': 1, '458': 1, '462': 1}",1,0,121,137,Civico 35,12.141052,45.432892,12.140191,45.43058,12.141052,45.432892
7,1622,3,137,0.0,{'652': 7},1,0,121,137,Civico 35,12.141052,45.432892,12.137235,45.432674,12.141052,45.432892
4,715,3,138,60.0,"{'470': 1, '472': 1, '469': 1, '473': 1}",1,0,122,138,Incr. via Stazione,12.072989,45.458889,12.080317,45.46365,12.072989,45.458889
1,140,3,138,60.0,{'526': 1},1,0,122,138,Incr. via Stazione,12.072989,45.458889,12.077374,45.459969,12.072989,45.458889
4,1925,3,139,45.0,"{'465': 1, '531': 1, '463': 1, '532': 1}",1,0,123,139,Incr. via Stazione,12.072437,45.459087,12.067975,45.459774,12.072437,45.459087
2,715,3,140,30.0,"{'526': 1, '212': 1}",1,0,124,140,Ballo' Cimitero,12.077374,45.459969,12.080317,45.46365,12.077374,45.459969
2,139,3,141,30.0,"{'531': 1, '532': 1}",1,0,125,141,Cimitero Ballo',12.077264,45.460117,12.072437,45.459087,12.077264,45.460117
4,143,3,141,60.0,"{'214': 1, '213': 1, '533': 2}",1,0,125,141,Cimitero Ballo',12.077264,45.460117,12.072563,45.455982,12.077264,45.460117
15,715,3,142,120.0,"{'527': 1, '530': 1, '525': 2, '528': 11}",1,0,126,142,Scatamburlo,12.072736,45.455818,12.080317,45.46365,12.072736,45.455818
1,140,3,142,120.0,{'212': 1},1,0,126,142,Scatamburlo,12.072736,45.455818,12.077374,45.459969,12.072736,45.455818
16,145,3,143,41.25,"{'214': 1, '213': 1, '537': 2, '534': 10, '533': 2}",1,0,127,143,Scatamburlo,12.072563,45.455982,12.072574,45.452106,12.072563,45.455982
16,142,3,144,7.5,"{'212': 1, '527': 1, '530': 1, '525': 2, '528': 11}",1,0,128,144,Ballo' FS,12.072693,45.452446,12.072736,45.455818,12.072693,45.452446
2,1187,3,145,240.0,"{'214': 1, '213': 1}",1,0,129,145,Ballo' FS,12.072574,45.452106,12.098623,45.457001,12.072574,45.452106
14,147,3,145,115.71428571428572,"{'537': 2, '534': 10, '533': 2}",1,0,129,145,Ballo' FS,12.072574,45.452106,12.074777,45.443054,12.072574,45.452106
15,144,3,146,112.0,"{'527': 1, '530': 1, '525': 2, '528': 11}",1,0,130,146,Incr. via Trasimeno,12.074986,45.443222,12.072693,45.452446,12.074986,45.443222
1,2231,3,146,120.0,{'529': 1},1,0,130,146,Incr. via Trasimeno,12.074986,45.443222,12.076792,45.450024,12.074986,45.443222
3,399,3,146,120.0,{'644': 3},1,0,130,146,Incr. via Trasimeno,12.074986,45.443222,12.071847,45.453373,12.074986,45.443222
22,2462,3,147,49.09090909090909,"{'535': 2, '651': 5, '537': 2, '534': 10, '533': 2, '536': 1}",1,0,131,147,Incr. via Trasimeno,12.074777,45.443054,12.074052,45.439503,12.074777,45.443054
13,150,3,148,64.61538461538461,"{'446': 2, '443': 1, '450': 1, '452': 3, '645': 3, '444': 1, '447': 1, '451': 1}",1,0,132,148,Incr. via delle Ginestre,12.119853,45.450268,12.11904,45.457291,12.119853,45.450268
7,442,3,149,120.0,{'652': 7},1,0,133,149,Incr. via delle Ginestre,12.119335,45.450127,12.121332,45.436047,12.119335,45.450127
11,2196,3,149,223.63636363636363,"{'461': 1, '467': 1, '456': 4, '460': 2, '455': 1, '459': 2}",1,0,133,149,Incr. via delle Ginestre,12.119335,45.450127,12.123081,45.435257,12.119335,45.450127
10,209,3,150,72.0,"{'443': 1, '450': 1, '451': 1, '452': 3, '444': 1, '447': 1, '446': 2}",1,0,134,150,Incr. Ponte per Marano,12.11904,45.457291,12.122021,45.463009,12.11904,45.457291
3,409,3,150,120.0,{'645': 3},1,0,134,150,Incr. Ponte per Marano,12.11904,45.457291,12.118917,45.462662,12.11904,45.457291
18,149,3,151,36.66666666666666,"{'461': 1, '652': 7, '467': 1, '456': 4, '460': 2, '455': 1, '459': 2}",1,0,135,151,Incr. Ponte per Marano,12.118905,45.457417,12.119335,45.450127,12.118905,45.457417
2,1792,3,152,150.0,"{'706': 1, '710': 1}",1,0,136,152,SFMR Spinea,12.176497,45.490921,12.179265,45.486824,12.176497,45.490921
2,438,3,152,60.0,"{'940': 1, '939': 1}",1,0,136,152,SFMR Spinea,12.176497,45.490921,12.169703,45.489983,12.176497,45.490921
1,807,3,152,180.0,{'732': 1},1,0,136,152,SFMR Spinea,12.176497,45.490921,12.167313,45.489651,12.176497,45.490921
1,1193,3,153,0.0,{'336': 1},1,0,137,153,Mazzocco Chiesa Piazzale,12.267636,45.552647,12.262478,45.553814,12.267636,45.552647
2,1589,3,153,240.0,{'338': 2},1,0,137,153,Mazzocco Chiesa Piazzale,12.267636,45.552647,12.244256,45.55785,12.267636,45.552647
7,210,3,154,42.85714285714285,"{'472': 1, '471': 1, '473': 1, '470': 1, '525': 2, '469': 1}",1,0,138,154,Marano Centro,12.117574,45.465061,12.122078,45.462887,12.117574,45.465061
3,156,3,154,20.0,"{'529': 1, '526': 1, '530': 1}",1,0,138,154,Marano Centro,12.117574,45.465061,12.118348,45.46513,12.117574,45.465061
14,159,3,154,60.0,"{'214': 1, '213': 1, '527': 1, '528': 11}",1,0,138,154,Marano Centro,12.117574,45.465061,12.117974,45.469795,12.117574,45.465061
4,1186,3,155,165.0,"{'535': 2, '212': 1, '536': 1}",1,0,139,155,Marano Centro,12.117216,45.465305,12.105916,45.457928,12.117216,45.465305
20,171,3,155,69.0,"{'532': 1, '531': 1, '463': 1, '534': 10, '533': 2, '464': 2, '465': 1, '468': 2}",1,0,139,155,Marano Centro,12.117216,45.465305,12.107917,45.467941,12.117216,45.465305
12,162,3,156,80.0,"{'526': 1, '443': 1, '450': 1, '451': 1, '452': 3, '529': 1, '530': 1, '466': 3}",1,0,140,156,Civico 102  Marano Ponte,12.118348,45.46513,12.117394,45.477741,12.118348,45.46513
6,159,3,156,40.0,"{'447': 1, '444': 1, '525': 2, '446': 2}",1,0,140,156,Civico 102  Marano Ponte,12.118348,45.46513,12.117974,45.469795,12.118348,45.46513
12,210,3,157,15.0,"{'461': 1, '474': 2, '456': 4, '460': 2, '455': 1, '459': 2}",1,0,141,157,Civico 102 Marano Ponte,12.11824,45.465088,12.122078,45.462887,12.11824,45.465088
7,155,3,157,34.285714285714285,"{'532': 1, '531': 1, '212': 1, '533': 2, '535': 2}",1,0,141,157,Civico 102 Marano Ponte,12.11824,45.465088,12.117216,45.465305,12.11824,45.465088
11,155,3,158,60.0,"{'534': 10, '536': 1}",1,0,142,158,Incr. via Trescievoli,12.117881,45.469757,12.117216,45.465305,12.117881,45.469757
13,157,3,158,60.0,"{'535': 2, '461': 1, '212': 1, '456': 4, '460': 2, '455': 1, '459': 2}",1,0,142,158,Incr. via Trescievoli,12.117881,45.469757,12.11824,45.465088,12.117881,45.469757
20,162,3,159,66.0,"{'214': 1, '527': 1, '525': 2, '528': 11, '213': 1, '444': 1, '447': 1, '446': 2}",1,0,143,159,Incr. via Trescievoli,12.117974,45.469795,12.117394,45.477741,12.117974,45.469795
32,2038,3,160,146.25,"{'443': 1, '450': 1, '447': 1, '452': 3, '451': 1, '528': 11, '213': 1, '444': 1, '214': 1, '526': 1, '527': 1, '525': 2, '529': 1, '530': 1, '466': 3, '446': 2}",1,0,144,160,Incr. via Olmo,12.117043,45.481529,12.112538,45.491085,12.117043,45.481529
30,163,3,161,48.0,"{'461': 1, '535': 2, '474': 2, '456': 4, '455': 1, '460': 2, '536': 1, '532': 1, '534': 10, '533': 2, '531': 1, '212': 1, '459': 2}",1,0,145,161,Incr. via Olmo,12.116799,45.481396,12.117056,45.477829,12.116799,45.481396
32,160,3,162,26.25,"{'443': 1, '450': 1, '447': 1, '452': 3, '451': 1, '528': 11, '213': 1, '444': 1, '214': 1, '526': 1, '527': 1, '525': 2, '529': 1, '530': 1, '466': 3, '446': 2}",1,0,146,162,Fornace,12.117394,45.477741,12.117043,45.481529,12.117394,45.477741
6,157,3,163,100.0,"{'531': 1, '532': 1, '474': 2, '533': 2}",1,0,147,163,Fornace,12.117056,45.477829,12.11824,45.465088,12.117056,45.477829
24,158,3,163,60.0,"{'535': 2, '461': 1, '534': 10, '536': 1, '212': 1, '456': 4, '460': 2, '455': 1, '459': 2}",1,0,147,163,Fornace,12.117056,45.477829,12.117881,45.469757,12.117056,45.477829
108,2032,3,164,60.0,"{'461': 1, '535': 2, '273': 3, '474': 2, '300': 1, '295': 10, '280': 5, '216': 1, '534': 10, '297': 44, '298': 2, '275': 2, '531': 1, '296': 1, '274': 17, '456': 4, '459': 2}",1,0,148,164,Mirano - Capolinea,12.0928,45.494164,12.097641,45.492954,12.0928,45.494164
1,2033,3,164,180.0,{'213': 1},1,0,148,164,Mirano - Capolinea,12.0928,45.494164,12.101719,45.494392,12.0928,45.494164
1,2234,3,164,60.0,{'226': 1},1,0,148,164,Mirano - Capolinea,12.0928,45.494164,12.09323,45.494926,12.0928,45.494164
25,2024,3,164,2.4,"{'264': 1, '265': 24}",1,0,148,164,Mirano - Capolinea,12.0928,45.494164,12.088675,45.494793,12.0928,45.494164
29,2039,3,164,180.0,{'990': 29},1,0,148,164,Mirano - Capolinea,12.0928,45.494164,12.109012,45.491528,12.0928,45.494164
4,2079,3,165,60.0,"{'396': 1, '645': 3}",1,0,149,165,Mira Alighieri,12.128793,45.435661,12.127119,45.438217,12.128793,45.435661
7,2305,3,166,0.0,{'652': 7},1,0,150,166,Mira Alighieri,12.128541,45.435684,12.129656,45.435337,12.128541,45.435684
13,418,3,167,120.0,"{'649': 12, '650': 1}",1,0,151,167,Incr. via Porara Gidoni,12.108866,45.474464,12.107925,45.484306,12.108866,45.474464
4,409,3,168,300.0,{'643': 4},1,0,152,168,Incr. via Porara Gidoni,12.108633,45.474216,12.118917,45.462662,12.108633,45.474216
20,175,3,171,72.0,"{'532': 1, '531': 1, '463': 1, '534': 10, '533': 2, '464': 2, '465': 1, '468': 2}",1,0,153,171,Incr. via Porara,12.107917,45.467941,12.093793,45.46986,12.107917,45.467941
21,154,3,172,108.57142857142856,"{'527': 1, '470': 1, '471': 1, '469': 1, '528': 11, '526': 1, '472': 1, '473': 1, '530': 1, '525': 2}",1,0,154,172,Incr. via Porara,12.107899,45.467861,12.117574,45.465061,12.107899,45.467861
21,172,3,173,74.28571428571429,"{'527': 1, '470': 1, '471': 1, '469': 1, '528': 11, '526': 1, '472': 1, '473': 1, '530': 1, '525': 2}",1,0,155,173,Civico 79,12.093561,45.469711,12.107899,45.467861,12.093561,45.469711
20,177,3,175,99.0,"{'532': 1, '531': 1, '463': 1, '534': 10, '533': 2, '464': 2, '465': 1, '468': 2}",1,0,156,175,Civico 62,12.093793,45.46986,12.082921,45.470284,12.093793,45.46986
21,173,3,176,108.57142857142856,"{'527': 1, '470': 1, '471': 1, '469': 1, '528': 11, '526': 1, '472': 1, '473': 1, '530': 1, '525': 2}",1,0,157,176,Scaltenigo Centro,12.082929,45.470097,12.093561,45.469711,12.082929,45.470097
14,714,3,177,60.0,"{'465': 1, '537': 2, '534': 10, '463': 1}",1,0,158,177,Scaltenigo Centro,12.082921,45.470284,12.080013,45.463642,12.082921,45.470284
4,179,3,177,0.0,"{'531': 1, '532': 1, '533': 2}",1,0,158,177,Scaltenigo Centro,12.082921,45.470284,12.08209,45.469307,12.082921,45.470284
2,176,3,178,0.0,"{'526': 1, '530': 1}",1,0,159,178,Scaltenigo Scuole,12.082302,45.469231,12.082929,45.470097,12.082302,45.469231
1,578,3,178,0.0,{'212': 1},1,0,159,178,Scaltenigo Scuole,12.082302,45.469231,12.080267,45.470909,12.082302,45.469231
6,714,3,179,40.0,"{'531': 1, '532': 1, '533': 2, '214': 1, '213': 1}",1,0,160,179,Scaltenigo Scuole,12.08209,45.469307,12.080013,45.463642,12.08209,45.469307
3,1175,3,180,100.0,"{'214': 1, '213': 1, '471': 1}",1,0,161,180,Incr. via Orione,12.064816,45.472538,12.08017,45.470692,12.064816,45.472538
1,182,3,181,120.0,{'212': 1},1,0,162,181,Incr. via Orione,12.064487,45.472862,12.056262,45.47448,12.064487,45.472862
1,185,3,182,60.0,{'212': 1},1,0,163,182,Incr. via Fratte,12.056262,45.47448,12.047825,45.476021,12.056262,45.47448
3,180,3,183,40.0,"{'214': 1, '213': 1, '471': 1}",1,0,164,183,Incr. via Fratte,12.056243,45.474258,12.064816,45.472538,12.056243,45.474258
3,183,3,184,80.0,"{'214': 1, '213': 1, '471': 1}",1,0,165,184,Incr. via Campocroce,12.047761,45.475842,12.056243,45.474258,12.047761,45.475842
1,579,3,185,120.0,{'212': 1},1,0,166,185,Incr. via Campocroce,12.047825,45.476021,12.0503,45.48344,12.047825,45.476021
1,184,3,186,60.0,{'471': 1},1,0,167,186,Incr. via Pianiga,12.038491,45.477566,12.047761,45.475842,12.038491,45.477566
1,1010,3,187,0.0,{'471': 1},1,0,168,187,Capolinea - Caltana,12.029926,45.477234,12.030777,45.479015,12.029926,45.477234
25,1011,3,187,0.0,"{'262': 1, '263': 24}",1,0,168,187,Capolinea - Caltana,12.029926,45.477234,12.029469,45.479465,12.029926,45.477234
1,2478,3,187,300.0,{'548': 1},1,0,168,187,Capolinea - Caltana,12.029926,45.477234,12.030021,45.45599,12.029926,45.477234
3,2479,3,187,280.0,"{'543': 1, '544': 2}",1,0,168,187,Capolinea - Caltana,12.029926,45.477234,12.021329,45.45697,12.029926,45.477234
8,762,3,188,60.0,"{'234': 1, '232': 4, '229': 2, '284': 1}",1,0,169,188,Civico 88,12.110826,45.533569,12.112362,45.543022,12.110826,45.533569
10,1190,3,189,120.0,"{'223': 3, '224': 2, '219': 3, '287': 2}",1,0,170,189,Civico 85,12.110578,45.533237,12.108468,45.521626,12.110578,45.533237
4,2308,3,190,120.0,"{'404': 3, '407': 1}",1,0,171,190,"Rist. "" Il Burchiello""",12.159578,45.446442,12.140554,45.440311,12.159578,45.446442
105,2309,3,190,96.57142857142856,"{'383': 1, '390': 1, '379': 22, '393': 8, '391': 1, '397': 1, '394': 27, '381': 6, '388': 2, '386': 2, '405': 1, '385': 1, '380': 2, '395': 5, '396': 1, '384': 2, '398': 4, '382': 14, '408': 1, '389': 2, '387': 1}",1,0,171,190,"Rist. "" Il Burchiello""",12.159578,45.446442,12.146686,45.442039,12.159578,45.446442
103,1701,3,191,6.990291262135922,"{'358': 6, '363': 2, '368': 3, '371': 1, '369': 2, '360': 2, '354': 21, '372': 1, '362': 1, '546': 1, '357': 1, '377': 1, '364': 1, '367': 23, '564': 1, '356': 6, '366': 2, '352': 15, '359': 1, '361': 4, '365': 6, '355': 2}",1,0,172,191,"Rist. "" Il Burchiello""",12.159264,45.446079,12.166125,45.448948,12.159264,45.446079
4,1702,3,191,120.0,"{'375': 1, '373': 3}",1,0,172,191,"Rist. "" Il Burchiello""",12.159264,45.446079,12.171876,45.451851,12.159264,45.446079
103,191,3,192,115.92233009708738,"{'358': 6, '363': 2, '368': 3, '371': 1, '369': 2, '360': 2, '354': 21, '372': 1, '362': 1, '546': 1, '357': 1, '377': 1, '364': 1, '367': 23, '564': 1, '356': 6, '366': 2, '352': 15, '359': 1, '361': 4, '365': 6, '355': 2}",1,0,173,192,Distributore,12.146779,45.441902,12.159264,45.446079,12.146779,45.441902
105,190,3,193,81.14285714285714,"{'383': 1, '390': 1, '379': 22, '393': 8, '391': 1, '397': 1, '394': 27, '381': 6, '388': 2, '386': 2, '405': 1, '385': 1, '380': 2, '395': 5, '396': 1, '384': 2, '398': 4, '382': 14, '408': 1, '389': 2, '387': 1}",1,0,174,193,Stazione FS di Oriago,12.165473,45.449081,12.159578,45.446442,12.165473,45.449081
109,195,3,194,59.44954128440367,"{'383': 1, '381': 6, '407': 1, '391': 1, '398': 4, '404': 3, '388': 2, '386': 2, '385': 1, '395': 5, '396': 1, '380': 2, '387': 1, '390': 1, '393': 8, '408': 1, '397': 1, '394': 27, '379': 22, '389': 2, '384': 2, '382': 14, '405': 1}",1,0,175,194,Oriago  (Rist. Vettore),12.176764,45.453629,12.17141,45.451809,12.176764,45.453629
3,575,3,194,40.0,"{'463': 1, '464': 2}",1,0,175,194,Oriago  (Rist. Vettore),12.176764,45.453629,12.173531,45.454948,12.176764,45.453629
105,193,3,195,38.85714285714285,"{'383': 1, '390': 1, '379': 22, '393': 8, '391': 1, '397': 1, '394': 27, '381': 6, '388': 2, '386': 2, '405': 1, '385': 1, '380': 2, '395': 5, '396': 1, '384': 2, '398': 4, '382': 14, '408': 1, '389': 2, '387': 1}",1,0,176,195,Oriago Centro,12.17141,45.451809,12.165473,45.449081,12.17141,45.451809
4,190,3,195,120.0,"{'404': 3, '407': 1}",1,0,176,195,Oriago Centro,12.17141,45.451809,12.159578,45.446442,12.17141,45.451809
6,1894,3,196,40.0,"{'470': 1, '474': 2, '469': 1, '473': 1, '471': 1}",1,0,177,196,Civico 15,12.170998,45.456326,12.173359,45.455368,12.170998,45.456326
1,2166,3,196,60.0,{'472': 1},1,0,177,196,Civico 15,12.170998,45.456326,12.174318,45.458679,12.170998,45.456326
7,196,3,197,60.0,"{'474': 2, '472': 1, '471': 1, '473': 1, '470': 1, '469': 1}",1,0,178,197,Civico 81,12.164803,45.459194,12.170998,45.456326,12.164803,45.459194
10,199,3,198,12.0,"{'463': 1, '467': 1, '464': 2, '465': 1, '468': 2, '466': 3}",1,0,179,198,Civico 8,12.164227,45.459305,12.159834,45.4576,12.164227,45.459305
12,201,3,199,40.0,"{'463': 1, '467': 1, '525': 2, '464': 2, '465': 1, '468': 2, '466': 3}",1,0,180,199,Incr. via Calabria,12.159834,45.4576,12.156087,45.45599,12.159834,45.4576
7,197,3,200,17.142857142857142,"{'474': 2, '472': 1, '471': 1, '473': 1, '470': 1, '469': 1}",1,0,181,200,Incr. via Calabria,12.160021,45.457447,12.164803,45.459194,12.160021,45.457447
2,199,3,200,120.0,{'525': 2},1,0,181,200,Incr. via Calabria,12.160021,45.457447,12.159834,45.4576,12.160021,45.457447
12,203,3,201,60.0,"{'463': 1, '467': 1, '525': 2, '464': 2, '465': 1, '468': 2, '466': 3}",1,0,182,201,incr. via Sieve,12.156087,45.45599,12.151603,45.454597,12.156087,45.45599
9,200,3,202,40.0,"{'474': 2, '472': 1, '471': 1, '473': 1, '470': 1, '525': 2, '469': 1}",1,0,183,202,incr. via Sieve,12.15582,45.455666,12.160021,45.457447,12.15582,45.455666
12,206,3,203,60.0,"{'463': 1, '467': 1, '525': 2, '464': 2, '465': 1, '468': 2, '466': 3}",1,0,184,203,Borbiago  (chiesa),12.151603,45.454597,12.143759,45.453442,12.151603,45.454597
9,202,3,204,20.0,"{'474': 2, '472': 1, '471': 1, '473': 1, '470': 1, '525': 2, '469': 1}",1,0,185,204,Borbiago  (chiesa),12.152394,45.45459,12.15582,45.455666,12.152394,45.45459
9,204,3,205,86.66666666666667,"{'474': 2, '472': 1, '471': 1, '473': 1, '470': 1, '525': 2, '469': 1}",1,0,186,205,Civico 16 (v.Boldani),12.143913,45.453197,12.152394,45.45459,12.143913,45.453197
12,208,3,206,60.0,"{'463': 1, '467': 1, '525': 2, '464': 2, '465': 1, '468': 2, '466': 3}",1,0,187,206,Incr. via Boldani,12.143759,45.453442,12.132435,45.456371,12.143759,45.453442
9,205,3,207,80.0,"{'474': 2, '472': 1, '471': 1, '473': 1, '470': 1, '525': 2, '469': 1}",1,0,188,207,Civico 2,12.132495,45.456142,12.143913,45.453197,12.132495,45.456142
11,209,3,208,76.36363636363636,"{'463': 1, '525': 2, '464': 2, '465': 1, '468': 2, '466': 3}",1,0,189,208,Civico 7,12.132435,45.456371,12.122021,45.463009,12.132435,45.456371
1,151,3,208,120.0,{'467': 1},1,0,189,208,Civico 7,12.132435,45.456371,12.118905,45.457417,12.132435,45.456371
6,155,3,209,50.0,"{'465': 1, '468': 2, '463': 1, '464': 2}",1,0,190,209,Marano Sottopasso,12.122021,45.463009,12.117216,45.465305,12.122021,45.463009
15,156,3,209,40.0,"{'443': 1, '450': 1, '451': 1, '452': 3, '447': 1, '444': 1, '466': 3, '446': 2, '525': 2}",1,0,190,209,Marano Sottopasso,12.122021,45.463009,12.118348,45.46513,12.122021,45.463009
10,151,3,210,102.0,"{'461': 1, '456': 4, '460': 2, '455': 1, '459': 2}",1,0,191,210,Marano Sottopasso,12.122078,45.462887,12.118905,45.457417,12.122078,45.462887
9,207,3,210,80.0,"{'474': 2, '472': 1, '471': 1, '473': 1, '470': 1, '525': 2, '469': 1}",1,0,191,210,Marano Sottopasso,12.122078,45.462887,12.132495,45.456142,12.122078,45.462887
100,213,3,211,139.2,"{'612': 2, '517': 1, '583': 2, '579': 1, '618': 1, '611': 2, '513': 1, '616': 11, '619': 1, '518': 1, '514': 1, '586': 3, '585': 3, '582': 1, '516': 3, '614': 2, '615': 9, '581': 6, '613': 41, '584': 1, '515': 1, '610': 2, '617': 4}",1,0,192,211,bivio Giare,12.149469,45.402668,12.170709,45.420544,12.149469,45.402668
85,1075,3,212,65.6470588235294,"{'521': 1, '523': 1, '605': 1, '519': 1, '602': 39, '601': 3, '524': 3, '522': 1, '608': 1, '520': 3, '603': 9, '604': 15, '607': 7}",1,0,193,212,bivio Giare,12.147037,45.400833,12.139701,45.389896,12.147037,45.400833
13,2277,3,212,120.0,"{'587': 12, '588': 1}",1,0,193,212,bivio Giare,12.147037,45.400833,12.139162,45.390163,12.147037,45.400833
103,215,3,213,63.49514563106796,"{'612': 2, '517': 1, '583': 2, '579': 1, '618': 1, '611': 2, '513': 1, '616': 11, '1000': 1, '619': 1, '518': 1, '514': 1, '586': 3, '585': 3, '582': 1, '516': 3, '614': 2, '1001': 1, '615': 9, '581': 6, '613': 41, '1002': 1, '584': 1, '515': 1, '610': 2, '617': 4}",1,0,194,213,Ipermercato Lando,12.170709,45.420544,12.184673,45.429714,12.170709,45.420544
98,212,3,214,153.0612244897959,"{'523': 1, '521': 1, '605': 1, '519': 1, '602': 39, '601': 3, '524': 3, '522': 1, '608': 1, '520': 3, '587': 12, '603': 9, '604': 15, '607': 7, '588': 1}",1,0,195,214,Ipermercato Lando,12.17051,45.420708,12.147037,45.400833,12.17051,45.420708
4,415,3,214,135.0,"{'1003': 1, '589': 1, '1004': 1, '1005': 1}",1,0,195,214,Ipermercato Lando,12.17051,45.420708,12.152497,45.418228,12.17051,45.420708
103,299,3,215,60.0,"{'612': 2, '517': 1, '583': 2, '579': 1, '618': 1, '611': 2, '513': 1, '616': 11, '1000': 1, '619': 1, '518': 1, '514': 1, '586': 3, '585': 3, '582': 1, '516': 3, '614': 2, '1001': 1, '615': 9, '581': 6, '613': 41, '1002': 1, '584': 1, '515': 1, '610': 2, '617': 4}",1,0,196,215,Fabbr. Pansac,12.184673,45.429714,12.19363,45.435764,12.184673,45.429714
102,214,3,216,87.05882352941177,"{'523': 1, '521': 1, '607': 7, '605': 1, '519': 1, '602': 39, '601': 3, '524': 3, '1003': 1, '522': 1, '608': 1, '1005': 1, '520': 3, '587': 12, '588': 1, '603': 9, '604': 15, '1004': 1, '589': 1}",1,0,197,216,Fabbr. Pansac,12.184243,45.42968,12.17051,45.420708,12.184243,45.42968
141,219,3,217,12.76595744680851,"{'197': 13, '202': 6, '193': 46, '204': 1, '201': 11, '203': 2, '194': 1, '198': 2, '186': 59}",1,0,198,217,Canottieri Diadora,12.356903,45.396366,12.355569,45.394646,12.356903,45.396366
135,2388,3,218,53.77777777777778,"{'209': 2, '208': 1, '205': 7, '192': 59, '199': 13, '206': 5, '195': 46, '200': 2}",1,0,199,218,Canottieri Diadora,12.357453,45.396755,12.359373,45.399181,12.357453,45.396755
141,221,3,219,46.80851063829788,"{'197': 13, '202': 6, '193': 46, '204': 1, '201': 11, '203': 2, '194': 1, '198': 2, '186': 59}",1,0,200,219,Incr. via dei Giunta,12.355569,45.394646,12.353857,45.392471,12.355569,45.394646
135,218,3,220,20.444444444444443,"{'209': 2, '208': 1, '205': 7, '192': 59, '199': 13, '206': 5, '195': 46, '200': 2}",1,0,201,220,Incr. via dei Giunta,12.356008,45.394848,12.357453,45.396755,12.356008,45.394848
141,296,3,221,13.191489361702128,"{'197': 13, '202': 6, '193': 46, '204': 1, '201': 11, '203': 2, '194': 1, '198': 2, '186': 59}",1,0,202,221,Chiesa S. Ignazio,12.353857,45.392471,12.351628,45.389694,12.353857,45.392471
135,220,3,222,39.55555555555556,"{'209': 2, '208': 1, '205': 7, '192': 59, '199': 13, '206': 5, '195': 46, '200': 2}",1,0,203,222,Incr. via Fuga,12.354213,45.392597,12.356008,45.394848,12.354213,45.392597
46,2404,3,223,120.0,"{'181': 36, '182': 10}",1,0,204,223,Scuola Materna,12.352042,45.389816,12.358381,45.397907,12.352042,45.389816
135,222,3,223,26.22222222222222,"{'209': 2, '208': 1, '205': 7, '192': 59, '199': 13, '206': 5, '195': 46, '200': 2}",1,0,204,223,Scuola Materna,12.352042,45.389816,12.354213,45.392597,12.352042,45.389816
138,226,3,224,59.56521739130435,"{'197': 13, '202': 6, '193': 46, '201': 11, '203': 2, '194': 1, '186': 59}",1,0,205,224,Vigili del Fuoco,12.348263,45.385475,12.346194,45.382938,12.348263,45.385475
132,287,3,225,21.818181818181817,"{'209': 2, '195': 46, '205': 7, '192': 59, '199': 13, '206': 5}",1,0,206,225,Vigili del Fuoco,12.34877,45.385792,12.350146,45.387493,12.34877,45.385792
43,232,3,226,120.0,"{'179': 1, '175': 10, '176': 32}",1,0,207,226,Incr. via Alvisopoli,12.346194,45.382938,12.336782,45.371658,12.346194,45.382938
125,228,3,226,60.0,"{'202': 6, '193': 46, '201': 11, '203': 2, '194': 1, '186': 59}",1,0,207,226,Incr. via Alvisopoli,12.346194,45.382938,12.342971,45.37907,12.346194,45.382938
13,229,3,226,0.0,{'197': 13},1,0,207,226,Incr. via Alvisopoli,12.346194,45.382938,12.34373,45.379635,12.346194,45.382938
132,225,3,227,31.363636363636363,"{'209': 2, '195': 46, '205': 7, '192': 59, '199': 13, '206': 5}",1,0,208,227,Incr. via Alvisopoli,12.346588,45.383129,12.34877,45.385792,12.346588,45.383129
46,223,3,227,60.0,"{'181': 36, '182': 10}",1,0,208,227,Incr. via Alvisopoli,12.346588,45.383129,12.352042,45.389816,12.346588,45.383129
125,230,3,228,46.08,"{'202': 6, '193': 46, '201': 11, '203': 2, '194': 1, '186': 59}",1,0,209,228,Incr. via Parri,12.342971,45.37907,12.338304,45.374229,12.342971,45.37907
132,227,3,229,50.0,"{'209': 2, '195': 46, '205': 7, '192': 59, '199': 13, '206': 5}",1,0,210,229,Incr. via Parri,12.34373,45.379635,12.346588,45.383129,12.34373,45.379635
125,232,3,230,59.52,"{'202': 6, '193': 46, '201': 11, '203': 2, '194': 1, '186': 59}",1,0,211,230,Incr. via Bassanello,12.338304,45.374229,12.336782,45.371658,12.338304,45.374229
119,229,3,231,83.69747899159664,"{'206': 5, '209': 2, '195': 46, '205': 7, '192': 59}",1,0,212,231,Incr. via Bassanello,12.33865,45.374283,12.34373,45.379635,12.33865,45.374283
44,240,3,232,238.63636363636363,"{'179': 1, '177': 1, '176': 32, '175': 10}",1,0,213,232,Malamocco centro,12.336782,45.371658,12.326283,45.354595,12.336782,45.371658
